score,text
4,"Two of the many privaleges that we have as @CAPS1 are freedom of speech and freedom of expression. Although some bodies of work @MONTH1 be percieved as offensive or inappropriate, I believe that they should still be available to the public. Some might agree with the topic being expressed, even if it is offensive or inappropriate, and others @MONTH1 not; but they should not be removed from libraries because of their negativity.     These offensive or harsh pieces of literature could even be used to show the public what is considered rude, offensive, or inappropriate, and should be thought of as learning tools instead of being banned. Every person has a right to an opinion, and others @MONTH1 or @MONTH1 not agree with what that person has to say, but it does not change the fact that they have the right to their beliefs.     Katherine Paterson says, 'All of us can think of a book that we hope none of our children or any other children have taken off the self'. I myself have read literature that is considered offensive, but as disturbing as the literature was, I am glad that I was educated on what people thought was acceptable behavior so that I know, and can teach others that despite what the book said, we now know that it was describing how people should not be living.     I believe that it would be a grave mistake to remove these materials from the public eye, because many are ingorant to the historical beliefs of others that have affected our nation and other countries across the globe. All of these books are educational, though some are harsh, and they should be used to show what is right and wrong. If they are taken off of shelves in the libraries then people, especially children could start to think that a certain idea, that @MONTH1 be incorrect or offensive, is completely appropriate and acceptable. As someone once said, '@CAPS2 who do not know their history are bound to repeat it'.     By removing the problem, we would be creating another issue. For example, many books have been written over history that convey hatred and discrimination towards other cultures, ethnicities, religions, and lifestyles. If @CAPS2 works of literature were banned and not available to the public, many people would not know that it is wrong to show hatred towards others just because they are different than you. This type of literature provides usefull information: it allows people to see how a large amount of people thought life should have been years ago, and they taught the people of @DATE1 that it actually was how people should not be living."
4,"i believe that there shouldn't be any censorship in libraries. The reason why I say that is because of our first amenment which is freedom of speech we should be able to put anything in books, magazines,music,movies, and etc.. The other reason why we shouldn't take them off the shelf is because we should be able to tell if the book is good enough for your age or your viewings, depends on your point of views.     My first reason is the first amenment which is freedon of speech. The reason why I say that is because we should be able to but what ever in our books that expresses our feelings in any way shape or form. Also, if we start taking stuff away because of censorship in books it will go farther than that and it will come to a point where the first amenment will become cease.      In my culmination I have made my point that there shouldn't be any censorship in anything because of the first amenment. I also said the reason why we shouldn't have censorship is because it's another way to express yourself or your point of views."
4,"Books, music, movies, magazines, ect. should be remove if they are offensive to a race or any other kinds of belifs unless they are biogical or historical time line.  If the reading material is so offensive towards you or your belifs, you @MONTH1 want to see a libarian and tell what you think about so that the reading material will be remove off the sevles and gone.     I think that if it goes against something in a bad way is should be removed and gone.  I've read a magazine before and it had some offensive stuff.  I went to the libarian, told her that i wanted this magazine off the shelves.  We argued for about five minutes and finally the magazine was off the shelves.       Nobody wants something to go against them in anyway.  Thats way we should have offensive material off our libaries shelves."
4,"As Katherine Paterson said, 'All of us can think of a book that we hope none of our children or any other children have taken off the shelf.'  I think we all can agree with @CAPS2. We have all read something that we did not necessarily want to finish or that we wish we had not read.  I, however, believe that these materials should not be taken off of the shelves and be put out of reach of our youth, or adults.  When you take away materials that some people use to learn, you take away their ability to learn.  Yes, they @MONTH1 choose another book and learn from it too but it should not be our choice to dictate what they can and can not read.Take for example the popular internet video clip, '@CAPS1 guys one hammer.'  @CAPS2 is a video of two guys beating a homeless man to death with a hammer and screwdriver.  I have never seen @CAPS2 movie and listening to my friends talk about it, I do not want to.  @CAPS2 seems like a gruesome and horrific video clip that would scar me for life, but it is a perfect example for @CAPS2 because what some do not want to learn from, others can.  I would never watch @CAPS2 or anything like @CAPS2 but my friends who have watched @CAPS2 have learned something. That is that you should be successful in life because if you are homeless then you could be beaten to death by some teenagers who are looking to have some 'fun.'  I kid you not, after hearing about @CAPS2 sad video it has inspired me to be a successful person and not become homeless. @CAPS2 brings us back to the main point - had someone said, 'No, @CAPS2 video can not be on the internet.' none of my friends would have seen @CAPS2 or told me about it.  Therefore I would not be driven to be a good student and a good person.  Then, when I was older I would have become homeless and would have had the chance to be the star in one of these videos. You can be sure that that is not something that I would want to be.In conclusion, I believe we should not interfere with some people's right to learn.  We should not take away materials that can be used to learn no matter how bad we think they are, because you never know, one man's pain is another man's learning tool. If we all took away the materials that we felt were innappropriate or needed censorship then we would have very few learning materials left.  As Katherine Paterson said, '...then we have no books left on the shelf for any of us.'"
4,"I am writing to the newspaper, about removing certain materials, such as books, music, movies, magazines, and more. I dont think this should be allowed. I dont think it would be far to others.     I'm going to give you three reasons why you shouldn't let people just remove stuff like that off of shelves. @CAPS1 first reason is that, what if you had a child and wanted he or she to see the same movie or book you did when you were little? But they took it off the shelves. That would be sad and you would want them to see the movie or book you did but they cant. Like what Katherine Paterson said 'All of us think of a book that we hope none of our children or any other children have taken off the shelf.'     @CAPS1 seceond reason is, what if you and a wife or husband had a favorite song, but they took it off the shelves? That would be devistating, it would just break your heart. Well I know it would me if it was are wedding song.      The last reason and @CAPS1 favorite reason is, you just have your own opion. Everyone has thier own opion, if you dont want to see them or look at them just dont do it. It's as easy as that, just try to ignor it. It's really not your problem to worry about.     Those are just three reasons why you should not let people remove anything off of any shelves. Like what Katherine Paterson said 'But if i have the right to remove that book from the shelf- that work I abhor- then you also have exactly the same right and so does everyone else. And then we have no books left on the shelf for any of us.' @CAPS2 if we let this happen everyone will take avanege of it. That is why I am @CAPS2 no to letting people remove anything off of any shelves"
4,"Do you believe certain books should be removed from the shelf because they are offensive? From my point of view yes, because libraries are public which means they are open to any and everyone. Kids could see a photo that @MONTH1 not be appropriate for them, people of different religion could hear foul language, and it could give some libraries a bad image. I can relate to this because I have also heard some things that I am not proud of such as foul language. That effected me because when I heard it I went around people who were positive in my life saying it to them.     Of course, this could effect a child in a negative way. Kids grow up to be as positive as they can, atleast thats what parents teach them and if they get hooked on things they see they will try to immitate it. From my experience it did not turn out so good because my mother believed in physical discipline. But if a child is not taught that those things have bad effects they will learn the hard way. This is a reason I wish censorship was in our local libraries.     Also, people of different religion could find it offensive. We have different consumers that walk in and out of the library everyday, so when they enter they should find it peacful not the opposite. For example a muslim could walk in the library and here others listening into music with nothing but profanity. Now that person has the right to report that person who was listening to it and he can say the library has no restrictions. At times it is okay to want a book that has a few bad words but the library needs to know their limits.     Then, the library has a bad image which is a big problem. When something gets a bad look sooner or later it will not be there anymore. Meaning consumers will stop going to that library and one thing could lead to another. For example when you leave the library the people that work there want you to come back and tell other people about their library. But if problems constantly happen there they will leave and tell their friends this is not a good library. Then those figures add up then finally you struck out and it's gone.          Now, if they are not removed this is what can happen. Children will immitate what they see or heard, complaints will be filed on that library. If I had a problem with the restriction levels at the library I just would stop going. And if that library can not help it atleast have the courtesy to mark the sections of the library. This will make sure we will know what we are about to see and read"
4,"I believe that certain materials should be removed from libraries if they are offensive. Children shouldn't be allowed to read books that have inappropriate pictures on them. Censored material can have bad influences on children. Scary movies can make children have nightmares. There should be restrictions against offensive materials.     Libraries contain plenty of books, music, movies, and magazines for everyone. Libraries also have some offensive items in them. Offensive material should be removed from libraries. Children don't need to see inappropriate material in libraries. Inappropriate material can have bad influences on kids.     Censored material such as offensive language, smoking, and alchol are extremely bad influences on children. Children don't need to say cuss words. Smoking can lead to cancer or death. Alchol is also addicting and can cause a person to become violent. Children shouldn't be able to see these inappropriate items in libraries.     Scary movies can give children nightmares. When I was a child, I saw a scary movie and I couldn't even sleep that night. Inappropriate movies need to have ratings so that kids don't watch them. Kids believe most of what they watch in movies. Movies should be restricted from children to watch them.     There is a lot of material in libraries that should be censored from children. Bad influences can have a bad effect on children. I believe libraries need to restrict items that will have a bad influence on children."
4,"In myopinion computers are a good sorce @CAPS2 imformation, camuni-cation and business computers make things easier. @CAPS2 example, instead of going to the libarary to get information on something, you can you use a computer. Computers are one of the most advance technology, you can search anything in the world. computers are also a huge help on a project @CAPS2 school or @CAPS2 work some peoples jobs, they are required to use computers. Computers are even good @CAPS2 learning about things you've never even heard of. Some people even take classes online. Computers could also be helpful to plan a vacation. computers are often used to comunicate with others, family, and friends. if you own a computer, you mostly likely have an e-mail, homepage, or @CAPS1 to keep in touch with people. There are even sites to meet newpeople. In my opinion, I think computers have a positive effect on people computers can be used @CAPS2 many things, they are a good sorce of technology. Computers could take much time off your hands, @CAPS2 example, you have a @NUM1 page essay due tomorrow, I'm sure it'd be way easier and faster to type it out than to write it and mess up, @CAPS3 typing a letter or paper, computers have ""@CAPS4 @CAPS5"" so if you mess up on a word, it will shaw you where you made your mistake to save more time."
4," The only true story that I can remember that involves laughter was about @NUM1 years ago at the beach. I was with my mom and my sister @LOCATION1. I was running from incoming waves when I decided to run into just one wave which that wave sweep me off my feet and spun me around for what seemed like forever, but wasn't even @NUM2 seconds. I laughed so hard that I tripped and i started spinning again, my mom had to get me up because I could not stop. I got so many cuts from the sand that it was hilarious. after I got changed I got a big chest that my dad could fit inside it. That's the only time I remember laughter being my true friend."
4,"Dear @CAPS1 @CAPS2, I think that computers do not benefit society. They do more bad than good in my opinion. People aren't on the computer to research people. They are on to check @CAPS3, @CAPS4, @CAPS5. They need to get outside and see the outside world, people should interact with family and friends. Humans that have to much on time on their hands. So their bored maybe they will make a @CAPS3 account or if they already have on then they will maybe one of the games on their and eventually you get addicted to @CAPS3 and you never go off of it. Our society needs to encourage people to get outside and only use your computer to check your email, add something to your ipod, and maybe check if you have any notification on @CAPS3. If you want to really have a great life sitting in front of the computer your entire life isn't going to let you have that kind of fun. Ya need to live your life like your going to die tommorow. Get outside, watch the big game with all your buddies. Go on a vacation get away with your family. Travel the world and rember every part of it. Wouldn't you rather be doing that then to be sitting in front of your computer? We need to inform our state about this problem. There is a reason why we are becoming one of the fastest countries! People are not leaving their house and not getting active. If people avoid their computers then we could be one of the fittest countries."
4,"Dear newspaper people I think computers are good because wat if I have a family member that gose out of town and you want to stay in tuch and I dont have a phone then I can go-on a chatting web sight and stay in with them. When @CAPS1 bored I go on google to look up and pichers and play some games. You can look up one think and find something elsa, but it will cech your eyes. Computers are good were ever you go, it can look up for a project for school. Bur ween you are in school it can help you with spelling, and if u got to know wat contrey has the most people the @CAPS2 will find the ancer as fast as a snap. Computers are advanceing every year. Seart the @CAPS2 was just a screan and a mouse, now we got laptops that you can tack every were. People can get exercis if thay want and thay can enjoy nature thay can bring a laptop. But when you are exercising then you can go right to youtube and lison to some musick and wach funny videos. And thats whay I think computers are good."
4,"Libraries are very educational. They provide books, movies, magazines, music, and computers for you to locate something you are looking for. I dont think that libraries include anything offensive. If anyone finds anything that a library has that is offensive to them, then they should talk to someone who works there and see if they can come to a solution. It shouldnt be removed because not everyone @MONTH1 find it offensive.          I've been to many libraries in my life and personally, it's amazing all the books, and things for you do there. I've actually gained alot of knowledge at the libraries i've been to because i found so many books that were just amazing. Never, have i ran into something that was offensive to me or anyone else. Everyone is different though, we have all have a different view on things and we all are unique. If a library does have something that's offensive to everyone then maybe it should be removed but like i said earlier if it's not offensive to everyone then it shouldnt be removed.           I personally, think libraries hold so many unique things that if somethings were offensive to people then i'd understand why everyone would want it to be removed. If someone came up to me and said 'hey, i find this music to be very inappropriate for young children to listen to' i would say, 'well, that @MONTH1 be true, but some children do listen to that music, it wouldnt be fair to remove it, just because one person doesn't like it. Now, from my experience theres alot of things that people find offensive but personally, i think it would be outside of a library"
4,"I think that they shounldn't remove the censorship books in the libraries because so bigger kids can read the books not the little kids because they don't need to here the kind of words in the books.  Also the little  kids has to small of ear to hear and also to small of eyes to even see the words in the book like that.  The bigger kids like in grades @NUM1  should be able to look at the books because it will be word that have heard before.          The books shouldn't be in the lower grade libraries becaues the little kids will ckeack the books out of the libraries, like the books thatis called @CAPS1 A @CAPS2 @CAPS3 because it says the n word a lot of times, a other one is @CAPS4 and @CAPS5 becaues says a lot of dirt words like the f, s, and ect.words that they don't need to hear that young of age.       Another reason why it wounld not be fair to the bigger kids if they take away from the libraries becaues they tring to get the out of the libraries so the littler kids don't get the books to take home read at home.  If you are going to take away the books tale them away from the grades @NUM2 becaues the that the book called @CAPS1 A @CAPS2 @CAPS3, and @CAPS4 And @CAPS5 will be bad for those kids to read.     Some more reasons why bigger kids should read the books and why not the little kids shouldn't read the books.  Why should the bigger kids in grade @NUM1 should read them becaues they are bigger then the littler kids are. The littler kids shouldn't becaues we don't want the littler kids to go home and say the words to there mom, dad, grandme, grandpa, and ect.       Now I have come to the end of my persuasive essay for the newpaper about my reflecting on why or why not we should get reid of the consorship in the libraraies.  Also until the next time I right again about this topic and I hopest you like this persuasive essay for the newpaper."
4,"Patience is when a being shows the ability to wait and make good desisons fo me, patience is the ability to stay calm, patience is very important because it alows me to ratinoly deel with suituations so that I @MONTH1 not get into trouble: @CAPS1 patience in times of stress is dificult. It is dificult beacause people are giving you greit. without @CAPS1 patience people make bad dessisons, this leads to bad things hapening. Paitence lets me deal with bad ideas like the @CAPS2@CAPS3. by using paitence, I can deal with the problem and then move on @CAPS2@CAPS3 are a very bad idea"
4,"I have been patient many time here are a few of them. First, I was patient for my friend. I patient with him because we were going to walk to school. He told me one minute, but it was more like twenty. We barely made it to first hour. Another way I was patient was when my mom and I went to go get my new shoes from @ORGANIZATION1. When my mom and I were waiting the man in the store went to go get the shoes. The man walked back there and took like a half an hour. But it was worth it for my new shoes. These are only a few ways I was patient."
4,"Every day I must be patient in difficult things. I must be most patient when I am playing or watching sports. Every weaken my brother play in a play football league and it can bewaring. I have to bit almost two hours for the games to be over and my parents make me wat in the game. My favorite speed is football and since I am a first base man and an eat fields; I have to wait of the ball to ??? so that  I can help the team. I also have to be patient during the meap because it is a long so and I must wait until people are we done. As you can see, I am very patient are have to be in many situations."
4,"With new things coming out these days, I, @PERSON1, believe that all things out in libraries should have a certain organization for certian subjects. I am not asking for any removal or destorying of books, magazines, or anything that is in the libraries but I am asking for a fair hearing of my opinion.     I would like more organization for certian things, I do know people have their own ideas about things that should be in a book. These books found in a library could bring enjoyment to people, but sometimes can offence other people.  So, with this way I would really like if there was a scale, or organization of books.      So with that, people who dont like certain subjects could easily stay away from the books that they do not like. If there is a scale factor of these books, music, magazines, or movies, you can just have a number or a letter symbolizing the certain catagories. Even though, I, personally think it is alittle worse than a different organization, it would atleast worn people of these things.     If you were to deside that either way would be better so then less complaining people would be wanting all books destroyed. I think that organizing the books in a different way would be better. This would be a lot of work but, thinking of a mother of a child could easily keep them away from books the mother would not even touch herself.     I would not like any books removed from libraries. This is because if you start taking one out of the library, that my offence someone, I believe you will start taking out more than one. With this thought I think it will come down to either everyone complaining about a certain book in the library to no library at all. So please, please think about organizing the books, magazes, movies, music, and more so then this will not happen in the future. Thank you for your time to read this, I hope you can find a way of going in to this subject more. Also, maybe publish some too, into the newspaper."
4,"Patience is about waiting for something and not complaining about it. When you are patient you wait for something with out complaining. If you are waiting for something and you start to complain that means you don't have much patience. It isn't really good to not have patience. Some people do not have patience at all, and if they don't that is not good. If you do have patience that is good, but some people don't and it is not good, because if something that you have to wait for and it is important, and you have no patience that could be bad. Some people have good patience  but sometimes even if you have good patience you can still sometimes complain. And that is what patience is."
4,"The media is a way for some people to get out and reach others. Whether it is a magazine, movie etc everyone in the world is going to see it some way or another. If that piece of work isn't seen as acceptable from many peoples point of views it shouldn't be available to the public.       I personally beleive that if something is seen as volgure and offence it shouldnt be displayed. Millions of people will be viewing this and I wouldn't want my kid looking at it. Why would anyone else want the opposite? Kids pay attention to detail really well and something so negative could change the mindset of the child. We all want to bring our kids up right and letting them have availabilty to negative material is uncalled for.  Its not only kids either that are affected, adults also are affected by the media. Adults can get fooled too, beleive me.      I remember one time that there were books and magazines at my school that were being taken off shelves for this exact same reason. I beleive that what the librarians did was right. Some kids in the school shouldn't be viewing or reading about unacceptable things. Some students @MONTH1 not have matured enough and can take something in a different view than another student.      I beleive that if something is taken off a shelf because it doesn't seem appropriate enough I stand for whoever it is that did it. Nothing with a negative affect on a person should be viewed by an innocent child. There should be a positive affect on the child at all times so he or she is brought up to the best of its abilities"
4,"Everybody is in tittle of making their own desicion. If that includes not letting their own children look at certain books then that's okay, but that doesn't mean they have to make that desicion for everyone. Everyone has their own opinion of certain books that might be less modest than others that just how it is, but to take the book out of the libraries is not taking in consideration of others.     If there are some books that are offense to a certain type of ethnicty or religion ect. then just ignore it and go on. There is no reason to take those kinds of books out, for what we all know that certain book might be used for research and that person that needs. Taking out certain books of the library are depriving the youth from contemporary literature that is going to be very imporant for the future. The @CAPS1 is a good example, in the time it got published many people wanted to get rid of the book because it was not traditional, that book is now being used in our class room and is teaching us many literary techniques. There are countless books just like The @CAPS1 that are being taked out of libraries now and that could be deeply appreciated by the future writers.     Katherine Paterson has the prospective of many authors, taking out books that are offensive to people is going to cause us to have no books. For hard working writers it is unfair to work so hard and have the book band from the libraries because a certain group of parents didn't find it approving. If they don't approve of the book then tell the child not to get it. A library is a place to enjoy the countless amount of literature of many different styles and should not be restricted. The library is a place of discovery not a place of restriction."
4,"Everyone has different views on works of literature, wheather it be books, magazines, movies, or music. If libraries were to removes this stuff from the shelves then they would be loosing business, they would be loosing children, and they would taking away the reason of it being on the shelves.      These libraries would be loosing business to the people who maybe like the kind of stuff that they @MONTH1 not. The people running the business @MONTH1 decide to take out older pieces of work that @MONTH1 offend younger people in this generation. The stuff wrote, sang, or played in these things @MONTH1 harm these people but that is not what it is in there for. The things that harm people are in there to show people in the younger generations how life was lived in the older days, as in the slaves.      This would play a roll on children that use this library also. If this literature was taken out, children @MONTH1 think that things have always been the way they are as they see it. If these children grew up and were to see a book, hear a song, or watch a movie about how things were in the olden days, and how much it has changed, then they @MONTH1 never believe it because they were not taught as children. As they are older, they @MONTH1 still never have the interest to learn about these types of things because they never knew about them growing up.      These things are wrote to teach people and children about how things used to be, they are not used to harm people. When people take these things harmful, they are not getting the true meaning that the author had in mind when the wrote them.      Libraries should keep these peices of literature on their shelves, only to teach young people of what the world has came from and how their older relatives lived, and what they came from"
4,"The books in the libraries that I have read so far dont seem like they would be offensive to anyone and I havn't really listen to the music in the libraries or watch the movies and the magazines seem fine to.  That doesnt mean that there isn't any of those that can be offensive to other people but if there is then I think that they should take them out of the libraries but I think if someone found something like that they would probably just put it back and not go there again.     If they took out every book, music, movies, and magazines that people thought were offensive then I bet alot of them would be out and that wouldnt be fair to other people because maybe they want or listen or read or watch them and they would be really mad if they found out they was taken out because other peoplr thought they were offensive.  Some people would probably understand that some of those could hurt someones feelings or be offensive to other people but then theres other ones that dont care.     I think that some of them should be taken out if they are really bad and I wouldn't want other little kids reading them and gettin their feelings hurt or anything but if there not that bad then I don't they should be gone and I don't think people would really care if those stayed in them.  If thiers ones that are really bad and if they stayed in the libraries then probably no one would want to come back to the libraries and sooner or later less and less people would stop going.      So the best thing to probably do is just take them out and keep the people that keep going in the libraries because alot of people enjoy reading and thats what they do for fun and they would be really upset if they couldnt go no more over something that stupid"
4,"Patient is very important if there were no patience everyone would be irritated all the time. if there were no patience we wouldn`t be able to get through the day we would be constantly looking at the clock thinking when am I going to get out. Some people have no patience and others havetons. That could affect how everyone acts toward each other no patience could affect the littlest things we are all fighting because we had to wait in line at a store, or have to count money. It could change the life style of everyone on the planet patience is one of the most important things on the planet. Patiences helps us make the right choice. Instead of someone asking you a question and you answering right away you wait and make the better decision. Although many of us think, on patience I can summarize that right now it is more than waiting it`s being acceptive of something you don`t like. It`s also going threw life without saying why can`t I do what or you can`t because I can`t. The world wouldn`t be the way it is without patience."
4,"Should books, music, movies, magazines, etc. be removed from libraries if they are found offensive? My opinion on this is no. In this essay I will explain my opinion and hopefully change other peoples opinions. I will also explain how the past has an effect on present day.       In some cases books, music, movies, magazines, etc. @MONTH1 offend any race or a sertain sex, but that is what happened in the history of the @LOCATION1. Some @MONTH1 be very offensive but it only shows a past, others @MONTH1 just be plain out racist or sexist. Those that show the @LOCATION1 @LOCATION1 history are an education sorce so we can learn from mistakes. Here is exactly why I state this opinion, taking this material off shelves is like taking someones freedom of speach away. I hate when I here music that disrespects women but im not going to try and get it taken away because it might just be expressing how the artist of the song loved someone or how history for their family @MONTH1 have been.     In conclusion, I believe this material should not be taken off the shelves. After explaining my opinion think about what is offensive or just someone expressing a past memory. If a past was offensive something tody might be offensive, as I was told earlier in my life treat others as you want to be treated. I hope i caught attention and changed some opinions because alot of offence today has resulted from the past"
4,"     In order to to laugh you have to be happy. I was once happy until I made mistakes. The mistakes I've made me more dissapointed in myself than anything else I could think of. I sit in a room that I don't want to because of my actions. My life was perfect before I had my brothers my parents and my love of my life. Now I look back on how nothing is worth taking me away from them. The laughs I'm missing out on right now is what hurts most, because I could be at home or even at school right now. Instead I'm here without my laughs, my brothers, my parents, and my love. Trying to put a smile on my face even though I know I'm happy. My life was one of the best lives you could have asked for, but because of my actions I ruined it. Every moment I got to have with my beautiful babygirl, in other words my love. I cherished the time I had with her and now i have to wait to have a laugh with her. I get about fourty five minutes to and hour and a half every day to talk to her and my family and it deffinently hurts more then what you could imagine. having to talk on the phone that you can barely hear their threw it just kills me. Knowing that everything I've done has effected me and my family. Alot effects my brothers though and I know they don't understand but hopefully one day they will. hearing my little brother @CAPS1 over the phone crying because he can't see me. It just hurts inside even writing about this right now makes me want to just break down in tears. I almost fell like could in front of these other kids that are in here too. My family is my main priority and when i get out I gonna make sure to get back on track for my family. So I can have the laughs that I want now.   In the @DATE1 I would have never guessed that I'd be here where I'm at now but when I get home I'm gonna put a smile on my brothers face and my parents and when I see my girl I'm gonna go give her the biggest smoochie boo kiss of her life so she'll cry and laugh."
4,One day me and my brore  asd my dad to tek us to game stop so we cold get a ner game game controller he sad  in a little but so we watid passim by  riding was four about lommits then we went swimmingare pull for a win so  then he still wasn't  redy so we  play with my dog macy and then he was finly  redy to go so we went to game stop to get the control and they didn't har it so we went to @CAPS1 boster and  they had it so we got the controller and they didnt hav it so we went home to @CAPS1 boster and they had it so we got the controller and went home and plad the game on to place  and that is how I was pashint all day. And the best we to be pashint is to keep your self okupid for along  pereld
4,"Dear Local newspaper, Technology is a ever evolving thing and more and more people are using it. With more people making use of computers, will be the more technology benefits our society. Through the use of computer people will be taught hand-eye coordination, be presented with the ability to become educated on distant places, and also allow people to talk online with other people. Through the use of computers people will be taught hand-eye coordination. A effective skill to learn would be hand-eye coordination, the benefits of this would be outstanding. Having great coordination would mean that person would exceed past anybody who do not use computers. Advanced coordination would mean that person would able to accomplish more things like fast typing. Finally better hand-eye coordination means that person will be more likely to obtain a job in a field that needs good coordination."
4,"Dear Newspaper, @CAPS1 you turn there is technology. It's not going to change. Try a schedule. Encouragment helps a lot of people. Activities keep you mind off things read on to find our more. Scheduleing is important. Limit the time on the computer. For every half hour at least @NUM1 minutes outside or with friends. try to memorize the schedule. Encouragement helps me and alot of people! Try to encourage family and friends, The goverment is also trying to fight this. Encouragement helps. Activities can keep people off the computer. Try neighborhood activities. After-school activities for a while. All kinds of stuff is fun. Do you think scheduling helps? Do you like encouragement? Do activities keep you mind off things? then by far this stuff helps."
4,"Dear @CAPS1,     @CAPS2 the world there are people who censor what their people read and write, these works are oftenly produced by communist and socialist governments. Here in @LOCATION1 we have the right to say,read, and write what we want,about anybody or anything. Censoship does exist in the @LOCATION1, and it is in the form of opoion that it exists.     I have read artricles in the paper about how text books have covered up the truth,due to what is politicaly correct. I have heard of libaries taking down books that have a very strong political opoion, often these are books written by conservitives.I have read about books coming out with the only intention of slamming,proabable presidential nomanees. Being a conservitive myself,I do not believe that these books should not be in book stores,libaries, or other public venues.     I believe this because in @LOCATION1 we have freedom of press and,for these books not to reach the public is against that right and,the free-flow of ideas.You @MONTH1 ask way I believe this? I believe this because I too want others to hear and read about my ideas, on how to obtain life,liberty, and the pursuit of happiness.      Now that @PERSON1, is why all books should be in our libaries.I agree with a restricted section where certain books should be stored,so little children will not get a hold of @NUM1 I would like this paper to put an article out about these thoughts. We the @ORGANIZATION1 are a republic,and we for over @NUM2 years have encouraged the free-flow of ideas.Why stop now?thank you @PERSON2"
4,"No, I dont think you should be able to take the magazines off the shelf because it is pointless,to some people @MONTH1 find everything offensive and others @MONTH1 not find it offensive like me personally stuff people find offinsive I find it kind of humorous.       And I understand how some people are more likely to be offended because of say their sexuality or ethnicity. But other than that there should be no censorship it makes the place that is doing it seem like they are very strict and because of those strict policys it makes some people wanna go there less to get what they want and who knows the thing you @MONTH1 want @MONTH1 be censored.  And I understand that when you have a kid you dont want them to fo the wrong things in life and try and keep them away from the bad stuff as long as possible.  But as your child grows older he will be introduced to older/adult type material and you should cut them a break and not punish them very bad when something like that happens.  From my humble opinion some parents are very strict about censorship and I completely understand the parents point of view.     Eventually people will have to let their children find out about certain things, so you might as well allow them to see it at possibly the age of @NUM1 or so that seems like a suitable age for early privelages.  When it comes to taking items off a shelf some peole have worse judgement than other people and that can effect everyone from their bad judgement."
4,"Do I believe that some books should be taking off the shelves if they are found offensive ?     Well what do you think ? I think they should depending on cause or what degeree of the party being offended. I feel if there are books ,movies,or music that are saying or showing a form of insluts then it depends on who is being offended.      If you have a racist book against all races like blacks,asian,or mexican etc... other minorities @MONTH1 find out about those forms of insults and they raise an issue about it, then yes take it off the shelves.      If you have a confrontation about it then it could get violent . Also, if you dont then they could sue you for racism or make it public to everyone that you are a racist library and you would loose business.      So to avoid all of the fighting and  lawsuits and other humiliation against you and the other minorites. If they bring up a situation then just take it off the shelves so you can stay safe and them as well.           Plus , they only come here for an oppurtunity to start a new life cause usually they're coming from poverty srticken towns, homes countries. I myself, am not a racist person I think that we are equal just unique individuals we're all unique in our own ways  that is what makes us who we are today."
4,"I am sending this letter to you about my views on censorship in libraries. Some people think books, music, movies, magazines,etc., are offensive. Those things might be offensive to them, but not to other people. So you have to look at it in not only your point of view but other people point of view.          I think they should not remove these things from the shelves. Everyone has a different point of view like my mom for instence she likes vampire books and movies, but i like tragedy. See everyone likes something different. They also have to think to the books we have from @CAPS1 @CAPS2 @NUM1, @CAPS1 @CAPS2 @NUM2, etc., are offensive to some people. Are we going to take those books out to.          I mean if we took books, music, movies, magazines, etc., out for being offensive then we would not have any books, music, movies, magazines, etc. Everyone thinks something offensive, some might think the same thing is offensive some might thing something different is offenseive. We should not take books, music, movies, magazines, etc., off the shevles.     I understand that people do not want there kids to see them or hear them. It part of life though. You can not take everything out to please one person, because it could make another person mad"
4,"Libraries are known as places where a person can go to find material on almost any topic they could want to learn about, whether that material is a book, movie, or magazine. Anyone can use the library, and it is a valuable resource to many people. So why do some libraries insist on removing some of those valuable materials from their shelves?     In past years, censorship in libraries has been the focus of many news reports. In almost all cases, library patrons have been angry that certain materials have been deemed unsuitable to be offered at the library. I have to say that I agree with them. People have a right to choose what books they want to read, what movies they want to watch, and what music they want to listen to. People have opinions; people disagree. What one person loves, another person could hate. But just because one person dislikes or is offended by a material on a library shelf does not mean that the opportunity to use that material should be denied to all other patrons. I feel that if a resource is checked out by just one individual, and that one individual is able to learn from or enjoy the resource, then the library has achieved its purpose and helped the community by offering that material.      In conclusion, censorship in libraries is limiting and wrong. It creates barriers for those who want to learn and it takes away people's freedom to make decisions for themselves. Everyone should be able to decide whether to pick up a library material, and censorship makes that impossible"
